路線番号,便ID,バス停順序,バス停名,時,分,曜日区分,路線名,運行会社
11,81,1,佐賀駅バスセンター,9,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,81,2,市役所前,9,23,平日,佐賀大学・西与賀線,佐賀市営バス
11,81,3,佐賀大学前,9,40,平日,佐賀大学・西与賀線,佐賀市営バス
11,81,4,佐賀大学,9,45,平日,佐賀大学・西与賀線,佐賀市営バス
11,81,5,西与賀,9,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,82,1,佐賀駅バスセンター,9,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,82,2,市役所前,9,53,平日,佐賀大学・西与賀線,佐賀市営バス
11,82,3,佐賀大学前,10,10,平日,佐賀大学・西与賀線,佐賀市営バス
11,82,4,佐賀大学,10,15,平日,佐賀大学・西与賀線,佐賀市営バス
11,82,5,西与賀,10,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,83,1,佐賀駅バスセンター,10,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,83,2,市役所前,10,23,平日,佐賀大学・西与賀線,佐賀市営バス
11,83,3,佐賀大学前,10,40,平日,佐賀大学・西与賀線,佐賀市営バス
11,83,4,佐賀大学,10,45,平日,佐賀大学・西与賀線,佐賀市営バス
11,83,5,西与賀,10,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,84,1,佐賀駅バスセンター,10,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,84,2,市役所前,10,53,平日,佐賀大学・西与賀線,佐賀市営バス
11,84,3,佐賀大学前,11,10,平日,佐賀大学・西与賀線,佐賀市営バス
11,84,4,佐賀大学,11,15,平日,佐賀大学・西与賀線,佐賀市営バス
11,84,5,西与賀,11,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,85,1,佐賀駅バスセンター,11,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,85,2,市役所前,11,23,平日,佐賀大学・西与賀線,佐賀市営バス
11,85,3,佐賀大学前,11,40,平日,佐賀大学・西与賀線,佐賀市営バス
11,85,4,佐賀大学,11,45,平日,佐賀大学・西与賀線,佐賀市営バス
11,85,5,西与賀,11,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,86,1,佐賀駅バスセンター,11,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,86,2,市役所前,11,53,平日,佐賀大学・西与賀線,佐賀市営バス
11,86,3,佐賀大学前,12,10,平日,佐賀大学・西与賀線,佐賀市営バス
11,86,4,佐賀大学,12,15,平日,佐賀大学・西与賀線,佐賀市営バス
11,86,5,西与賀,12,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,87,1,佐賀駅バスセンター,12,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,87,2,市役所前,12,23,平日,佐賀大学・西与賀線,佐賀市営バス
11,87,3,佐賀大学前,12,40,平日,佐賀大学・西与賀線,佐賀市営バス
11,87,4,佐賀大学,12,45,平日,佐賀大学・西与賀線,佐賀市営バス
11,87,5,西与賀,12,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,88,1,佐賀駅バスセンター,12,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,88,2,市役所前,12,53,平日,佐賀大学・西与賀線,佐賀市営バス
11,88,3,佐賀大学前,13,10,平日,佐賀大学・西与賀線,佐賀市営バス
11,88,4,佐賀大学,13,15,平日,佐賀大学・西与賀線,佐賀市営バス
11,88,5,西与賀,13,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,89,1,佐賀駅バスセンター,13,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,89,2,市役所前,13,23,平日,佐賀大学・西与賀線,佐賀市営バス
11,89,3,佐賀大学前,13,40,平日,佐賀大学・西与賀線,佐賀市営バス
11,89,4,佐賀大学,13,45,平日,佐賀大学・西与賀線,佐賀市営バス
11,89,5,西与賀,13,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,90,1,佐賀駅バスセンター,13,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,90,2,市役所前,13,53,平日,佐賀大学・西与賀線,佐賀市営バス
11,90,3,佐賀大学前,14,10,平日,佐賀大学・西与賀線,佐賀市営バス
11,90,4,佐賀大学,14,15,平日,佐賀大学・西与賀線,佐賀市営バス
11,90,5,西与賀,14,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,91,1,佐賀駅バスセンター,14,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,91,2,市役所前,14,23,平日,佐賀大学・西与賀線,佐賀市営バス
11,91,3,佐賀大学前,14,40,平日,佐賀大学・西与賀線,佐賀市営バス
11,91,4,佐賀大学,14,45,平日,佐賀大学・西与賀線,佐賀市営バス
11,91,5,西与賀,14,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,92,1,佐賀駅バスセンター,14,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,92,2,市役所前,14,53,平日,佐賀大学・西与賀線,佐賀市営バス
11,92,3,佐賀大学前,15,10,平日,佐賀大学・西与賀線,佐賀市営バス
11,92,4,佐賀大学,15,15,平日,佐賀大学・西与賀線,佐賀市営バス
11,92,5,西与賀,15,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,93,1,佐賀駅バスセンター,15,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,93,2,市役所前,15,23,平日,佐賀大学・西与賀線,佐賀市営バス
11,93,3,佐賀大学前,15,40,平日,佐賀大学・西与賀線,佐賀市営バス
11,93,4,佐賀大学,15,45,平日,佐賀大学・西与賀線,佐賀市営バス
11,93,5,西与賀,15,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,94,1,佐賀駅バスセンター,15,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,94,2,市役所前,15,53,平日,佐賀大学・西与賀線,佐賀市営バス
11,94,3,佐賀大学前,16,10,平日,佐賀大学・西与賀線,佐賀市営バス
11,94,4,佐賀大学,16,15,平日,佐賀大学・西与賀線,佐賀市営バス
11,94,5,西与賀,16,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,95,1,佐賀駅バスセンター,16,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,95,2,市役所前,16,23,平日,佐賀大学・西与賀線,佐賀市営バス
11,95,3,佐賀大学前,16,40,平日,佐賀大学・西与賀線,佐賀市営バス
11,95,4,佐賀大学,16,45,平日,佐賀大学・西与賀線,佐賀市営バス
11,95,5,西与賀,16,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,96,1,佐賀駅バスセンター,16,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,96,2,市役所前,16,53,平日,佐賀大学・西与賀線,佐賀市営バス
11,96,3,佐賀大学前,17,10,平日,佐賀大学・西与賀線,佐賀市営バス
11,96,4,佐賀大学,17,15,平日,佐賀大学・西与賀線,佐賀市営バス
11,96,5,西与賀,17,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,97,1,佐賀駅バスセンター,17,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,97,2,市役所前,17,23,平日,佐賀大学・西与賀線,佐賀市営バス
11,97,3,佐賀大学前,17,40,平日,佐賀大学・西与賀線,佐賀市営バス
11,97,4,佐賀大学,17,45,平日,佐賀大学・西与賀線,佐賀市営バス
11,97,5,西与賀,17,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,98,1,佐賀駅バスセンター,17,50,平日,佐賀大学・西与賀線,佐賀市営バス
11,98,2,市役所前,17,53,平日,佐賀大学・西与賀線,佐賀市営バス
11,98,3,佐賀大学前,18,10,平日,佐賀大学・西与賀線,佐賀市営バス
11,98,4,佐賀大学,18,15,平日,佐賀大学・西与賀線,佐賀市営バス
11,98,5,西与賀,18,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,99,1,佐賀駅バスセンター,18,20,平日,佐賀大学・西与賀線,佐賀市営バス
11,99,2,市役所前,18,23,平日,佐賀大学・西与賀線,佐賀市営バス
11,99,3,佐賀大学前,18,40,平日,佐賀大学・西与賀線,佐賀市営バス
11,99,4,佐賀大学,18,45,平日,佐賀大学・西与賀線,佐賀市営バス
11,99,5,西与賀,18,50,平日,佐賀大学・西与賀線,佐賀市営バス
18,105,1,佐賀駅バスセンター,6,35,平日,徳万・久保田線,佐賀市営バス
18,105,2,徳万,6,55,平日,徳万・久保田線,佐賀市営バス
18,105,3,久保田,7,5,平日,徳万・久保田線,佐賀市営バス
18,106,1,佐賀駅バスセンター,7,35,平日,徳万・久保田線,佐賀市営バス
18,106,2,徳万,7,55,平日,徳万・久保田線,佐賀市営バス
18,106,3,久保田,8,5,平日,徳万・久保田線,佐賀市営バス
18,107,1,佐賀駅バスセンター,8,35,平日,徳万・久保田線,佐賀市営バス
18,107,2,徳万,8,55,平日,徳万・久保田線,佐賀市営バス
18,107,3,久保田,9,5,平日,徳万・久保田線,佐賀市営バス
18,108,1,佐賀駅バスセンター,9,35,平日,徳万・久保田線,佐賀市営バス
18,108,2,徳万,9,55,平日,徳万・久保田線,佐賀市営バス
18,108,3,久保田,10,5,平日,徳万・久保田線,佐賀市営バス
18,109,1,佐賀駅バスセンター,10,35,平日,徳万・久保田線,佐賀市営バス
18,109,2,徳万,10,55,平日,徳万・久保田線,佐賀市営バス
18,109,3,久保田,11,5,平日,徳万・久保田線,佐賀市営バス
18,110,1,佐賀駅バスセンター,11,35,平日,徳万・久保田線,佐賀市営バス
18,110,2,徳万,11,55,平日,徳万・久保田線,佐賀市営バス
18,110,3,久保田,12,5,平日,徳万・久保田線,佐賀市営バス
18,111,1,佐賀駅バスセンター,12,35,平日,徳万・久保田線,佐賀市営バス
18,111,2,徳万,12,55,平日,徳万・久保田線,佐賀市営バス
18,111,3,久保田,13,5,平日,徳万・久保田線,佐賀市営バス
18,112,1,佐賀駅バスセンター,13,35,平日,徳万・久保田線,佐賀市営バス
18,112,2,徳万,13,55,平日,徳万・久保田線,佐賀市営バス
18,112,3,久保田,14,5,平日,徳万・久保田線,佐賀市営バス
18,113,1,佐賀駅バスセンター,14,35,平日,徳万・久保田線,佐賀市営バス
18,113,2,徳万,14,55,平日,徳万・久保田線,佐賀市営バス
18,113,3,久保田,15,5,平日,徳万・久保田線,佐賀市営バス
18,114,1,佐賀駅バスセンター,15,35,平日,徳万・久保田線,佐賀市営バス
18,114,2,徳万,15,55,平日,徳万・久保田線,佐賀市営バス
18,114,3,久保田,16,5,平日,徳万・久保田線,佐賀市営バス
18,115,1,佐賀駅バスセンター,16,35,平日,徳万・久保田線,佐賀市営バス
18,115,2,徳万,16,55,平日,徳万・久保田線,佐賀市営バス
18,115,3,久保田,17,5,平日,徳万・久保田線,佐賀市営バス
18,116,1,佐賀駅バスセンター,17,35,平日,徳万・久保田線,佐賀市営バス
18,116,2,徳万,17,55,平日,徳万・久保田線,佐賀市営バス
18,116,3,久保田,18,5,平日,徳万・久保田線,佐賀市営バス
18,117,1,佐賀駅バスセンター,18,35,平日,徳万・久保田線,佐賀市営バス
18,117,2,徳万,18,55,平日,徳万・久保田線,佐賀市営バス
18,117,3,久保田,19,5,平日,徳万・久保田線,佐賀市営バス
18,118,1,佐賀駅バスセンター,19,35,平日,徳万・久保田線,佐賀市営バス
18,118,2,徳万,19,55,平日,徳万・久保田線,佐賀市営バス
18,118,3,久保田,20,5,平日,徳万・久保田線,佐賀市営バス
2,1,1,佐賀駅バスセンター,6,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,1,2,市役所前,6,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,1,3,県庁前,6,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,1,4,佐嘉神社,6,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,10,1,佐賀駅バスセンター,10,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,10,2,市役所前,10,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,10,3,県庁前,10,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,10,4,佐嘉神社,10,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,11,1,佐賀駅バスセンター,11,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,11,2,市役所前,11,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,11,3,県庁前,11,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,11,4,佐嘉神社,11,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,12,1,佐賀駅バスセンター,11,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,12,2,市役所前,11,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,12,3,県庁前,11,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,12,4,佐嘉神社,11,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,13,1,佐賀駅バスセンター,12,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,13,2,市役所前,12,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,13,3,県庁前,12,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,13,4,佐嘉神社,12,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,14,1,佐賀駅バスセンター,12,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,14,2,市役所前,12,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,14,3,県庁前,12,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,14,4,佐嘉神社,12,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,15,1,佐賀駅バスセンター,13,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,15,2,市役所前,13,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,15,3,県庁前,13,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,15,4,佐嘉神社,13,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,16,1,佐賀駅バスセンター,13,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,16,2,市役所前,13,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,16,3,県庁前,13,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,16,4,佐嘉神社,13,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,17,1,佐賀駅バスセンター,14,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,17,2,市役所前,14,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,17,3,県庁前,14,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,17,4,佐嘉神社,14,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,18,1,佐賀駅バスセンター,14,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,18,2,市役所前,14,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,18,3,県庁前,14,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,18,4,佐嘉神社,14,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,19,1,佐賀駅バスセンター,15,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,19,2,市役所前,15,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,19,3,県庁前,15,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,19,4,佐嘉神社,15,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,2,1,佐賀駅バスセンター,6,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,2,2,市役所前,6,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,2,3,県庁前,6,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,2,4,佐嘉神社,6,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,20,1,佐賀駅バスセンター,15,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,20,2,市役所前,15,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,20,3,県庁前,15,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,20,4,佐嘉神社,15,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,21,1,佐賀駅バスセンター,16,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,21,2,市役所前,16,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,21,3,県庁前,16,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,21,4,佐嘉神社,16,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,22,1,佐賀駅バスセンター,16,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,22,2,市役所前,16,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,22,3,県庁前,16,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,22,4,佐嘉神社,16,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,23,1,佐賀駅バスセンター,17,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,23,2,市役所前,17,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,23,3,県庁前,17,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,23,4,佐嘉神社,17,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,24,1,佐賀駅バスセンター,17,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,24,2,市役所前,17,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,24,3,県庁前,17,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,24,4,佐嘉神社,17,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,25,1,佐賀駅バスセンター,18,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,25,2,市役所前,18,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,25,3,県庁前,18,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,25,4,佐嘉神社,18,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,26,1,佐賀駅バスセンター,18,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,26,2,市役所前,18,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,26,3,県庁前,18,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,26,4,佐嘉神社,18,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,27,1,佐賀駅バスセンター,19,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,27,2,市役所前,19,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,27,3,県庁前,19,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,27,4,佐嘉神社,19,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,28,1,佐賀駅バスセンター,19,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,28,2,市役所前,19,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,28,3,県庁前,19,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,28,4,佐嘉神社,19,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,29,1,佐賀駅バスセンター,20,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,29,2,市役所前,20,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,29,3,県庁前,20,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,29,4,佐嘉神社,20,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,3,1,佐賀駅バスセンター,7,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,3,2,市役所前,7,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,3,3,県庁前,7,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,3,4,佐嘉神社,7,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,30,1,佐賀駅バスセンター,20,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,30,2,市役所前,20,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,30,3,県庁前,20,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,30,4,佐嘉神社,20,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,31,1,佐賀駅バスセンター,21,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,31,2,市役所前,21,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,31,3,県庁前,21,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,31,4,佐嘉神社,21,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,32,1,佐賀駅バスセンター,21,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,32,2,市役所前,21,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,32,3,県庁前,21,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,32,4,佐嘉神社,21,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,4,1,佐賀駅バスセンター,7,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,4,2,市役所前,7,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,4,3,県庁前,7,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,4,4,佐嘉神社,7,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,5,1,佐賀駅バスセンター,8,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,5,2,市役所前,8,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,5,3,県庁前,8,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,5,4,佐嘉神社,8,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,6,1,佐賀駅バスセンター,8,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,6,2,市役所前,8,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,6,3,県庁前,8,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,6,4,佐嘉神社,8,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,7,1,佐賀駅バスセンター,9,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,7,2,市役所前,9,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,7,3,県庁前,9,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,7,4,佐嘉神社,9,10,平日,県庁前・佐嘉神社線,佐賀市営バス
2,8,1,佐賀駅バスセンター,9,30,平日,県庁前・佐嘉神社線,佐賀市営バス
2,8,2,市役所前,9,33,平日,県庁前・佐嘉神社線,佐賀市営バス
2,8,3,県庁前,9,35,平日,県庁前・佐嘉神社線,佐賀市営バス
2,8,4,佐嘉神社,9,40,平日,県庁前・佐嘉神社線,佐賀市営バス
2,9,1,佐賀駅バスセンター,10,0,平日,県庁前・佐嘉神社線,佐賀市営バス
2,9,2,市役所前,10,3,平日,県庁前・佐嘉神社線,佐賀市営バス
2,9,3,県庁前,10,5,平日,県庁前・佐嘉神社線,佐賀市営バス
2,9,4,佐嘉神社,10,10,平日,県庁前・佐嘉神社線,佐賀市営バス
20,119,1,佐賀駅バスセンター,6,25,平日,諸富・早津江線,佐賀市営バス
20,119,2,諸富,6,50,平日,諸富・早津江線,佐賀市営バス
20,119,3,早津江,7,0,平日,諸富・早津江線,佐賀市営バス
20,120,1,佐賀駅バスセンター,7,25,平日,諸富・早津江線,佐賀市営バス
20,120,2,諸富,7,50,平日,諸富・早津江線,佐賀市営バス
20,120,3,早津江,8,0,平日,諸富・早津江線,佐賀市営バス
20,121,1,佐賀駅バスセンター,8,25,平日,諸富・早津江線,佐賀市営バス
20,121,2,諸富,8,50,平日,諸富・早津江線,佐賀市営バス
20,121,3,早津江,9,0,平日,諸富・早津江線,佐賀市営バス
20,122,1,佐賀駅バスセンター,9,25,平日,諸富・早津江線,佐賀市営バス
